uid,bid,flag,click,buy,fav,cart,diff_day,click_decay,buy_decay,fav_decay,cart_decay,interaction_frequency,historical_activity
7016500,17640,0,1,0,0,0,32,0.030303030303030304,0,0,0,95,1
7016500,11679,0,4,0,0,0,14,0.22439024390243903,0,0,0,95,4
7016500,20856,0,1,0,0,0,5,0.16666666666666666,0,0,0,95,1
7016500,17747,0,1,0,0,0,35,0.027777777777777776,0,0,0,95,1
7016500,21372,0,1,0,0,0,26,0.037037037037037035,0,0,0,95,1
7016500,934,0,2,0,0,0,4,0.4,0,0,0,95,2
7016500,5169,0,1,0,0,0,25,0.038461538461538464,0,0,0,95,1
7016500,24307,0,2,0,0,0,14,0.11014492753623188,0,0,0,95,2
7016500,22911,0,2,0,0,0,14,0.13333333333333333,0,0,0,95,2
7016500,3438,0,1,0,0,0,57,0.017241379310344827,0,0,0,95,1
7016500,16889,0,1,0,0,0,47,0.020833333333333332,0,0,0,95,1
7016500,2610,0,1,0,0,0,40,0.024390243902439025,0,0,0,95,1
7016500,143,0,2,0,0,0,13,0.10368663594470046,0,0,0,95,2
7016500,5469,0,1,0,0,0,12,0.07692307692307693,0,0,0,95,1
7016500,24196,0,1,0,0,0,48,0.02040816326530612,0,0,0,95,1
7016500,24193,0,1,1,0,0,22,0.043478260869565216,0.043478260869565216,0,0,95,2
7016500,17320,0,1,0,0,0,5,0.16666666666666666,0,0,0,95,1
7016500,19339,0,1,0,0,0,14,0.06666666666666667,0,0,0,95,1
7016500,17431,0,1,0,0,0,29,0.03333333333333333,0,0,0,95,1
7016500,12688,0,1,0,0,0,18,0.05263157894736842,0,0,0,95,1
7016500,28184,0,1,0,0,0,21,0.045454545454545456,0,0,0,95,1
7016500,14581,0,1,0,0,0,35,0.027777777777777776,0,0,0,95,1
7016500,20480,0,1,0,0,0,40,0.024390243902439025,0,0,0,95,1
7016500,27898,0,1,0,0,0,40,0.024390243902439025,0,0,0,95,1
7016500,241,0,1,0,0,0,13,0.07142857142857142,0,0,0,95,1
7016500,5660,0,1,0,0,0,17,0.05555555555555555,0,0,0,95,1
7016500,2239,0,1,0,0,0,18,0.05263157894736842,0,0,0,95,1
7016500,4424,0,1,0,0,0,5,0.16666666666666666,0,0,0,95,1
7016500,4302,0,1,0,0,0,31,0.03125,0,0,0,95,1
7016500,16096,0,1,0,0,0,41,0.023809523809523808,0,0,0,95,1
7016500,28124,0,2,0,0,0,35,0.05555555555555555,0,0,0,95,2
7016500,12977,0,1,0,0,0,48,0.02040816326530612,0,0,0,95,1
7016500,14020,0,18,0,0,0,14,0.5707317073170732,0,0,0,95,18
7016500,24895,0,1,0,0,0,14,0.06666666666666667,0,0,0,95,1
7016500,25540,0,1,0,0,0,51,0.019230769230769232,0,0,0,95,1
7320250,15584,0,1,0,0,0,17,0.05555555555555555,0,0,0,13,1
7320250,20466,0,2,0,0,0,30,0.06451612903225806,0,0,0,13,2
7320250,28790,0,4,0,0,0,45,0.08056265984654731,0,0,0,13,4
7320250,18697,0,1,0,0,0,52,0.018867924528301886,0,0,0,13,1
7320250,24831,0,1,0,0,0,41,0.023809523809523808,0,0,0,13,1
7320250,4694,0,3,0,0,0,51,0.057692307692307696,0,0,0,13,3
7320250,26728,0,20,5,0,0,41,0.4170116095280163,0.10554865424430643,0,0,13,25
7320250,2927,0,1,0,0,0,23,0.041666666666666664,0,0,0,13,1
7320250,3583,0,1,0,0,0,7,0.125,0,0,0,13,1
7320250,10176,0,1,0,0,0,16,0.058823529411764705,0,0,0,13,1
7320250,18805,0,1,0,0,0,60,0.01639344262295082,0,0,0,13,1
7320250,19897,0,2,0,0,0,51,0.038461538461538464,0,0,0,13,2
7320250,12300,0,1,0,0,0,51,0.019230769230769232,0,0,0,13,1
7886000,29068,0,1,0,0,0,35,0.027777777777777776,0,0,0,113,1
7886000,23321,0,1,0,0,0,2,0.3333333333333333,0,0,0,113,1
7886000,25185,0,1,0,0,0,43,0.022727272727272728,0,0,0,113,1
7886000,8138,0,5,0,0,0,19,0.21227106227106227,0,0,0,113,5
7886000,21186,0,1,0,0,0,8,0.1111111111111111,0,0,0,113,1
7886000,23108,0,2,0,0,0,24,0.08,0,0,0,113,2
7886000,7628,0,1,0,0,0,39,0.025,0,0,0,113,1
7886000,4970,0,3,0,0,0,16,0.1328976034858388,0,0,0,113,3
7886000,26404,0,2,0,0,0,1,1.0,0,0,0,113,2
7886000,15934,0,14,1,0,0,41,0.24414850686037134,0.01694915254237288,0,0,113,15
7886000,27467,0,3,0,0,0,33,0.06941176470588235,0,0,0,113,3
7886000,9709,0,1,0,0,0,56,0.017543859649122806,0,0,0,113,1
7886000,11465,0,1,0,0,0,52,0.018867924528301886,0,0,0,113,1
7886000,9030,0,1,0,0,0,44,0.022222222222222223,0,0,0,113,1
7886000,4125,0,1,0,0,0,40,0.024390243902439025,0,0,0,113,1
7886000,22769,0,2,0,0,0,55,0.03571428571428571,0,0,0,113,2
7886000,27593,0,1,0,0,0,14,0.06666666666666667,0,0,0,113,1
7886000,350,0,1,0,0,0,14,0.06666666666666667,0,0,0,113,1
7886000,14573,0,1,0,0,0,41,0.023809523809523808,0,0,0,113,1
7886000,6379,0,1,0,0,0,14,0.06666666666666667,0,0,0,113,1
7886000,1644,0,3,0,0,0,3,0.44369369369369366,0,0,0,113,3
7886000,18741,0,1,0,0,0,31,0.03125,0,0,0,113,1
7886000,22027,0,1,0,0,0,40,0.024390243902439025,0,0,0,113,1
7886000,24977,0,3,0,0,0,8,0.16052287581699345,0,0,0,113,3
7886000,2683,0,1,0,0,0,58,0.01694915254237288,0,0,0,113,1
7886000,17691,0,1,0,0,0,42,0.023255813953488372,0,0,0,113,1
7886000,15222,0,1,0,0,0,48,0.02040816326530612,0,0,0,113,1
7886000,4076,0,1,0,0,0,6,0.14285714285714285,0,0,0,113,1
7886000,7188,0,1,0,0,0,41,0.023809523809523808,0,0,0,113,1
7886000,16944,0,1,0,0,0,42,0.023255813953488372,0,0,0,113,1
7886000,5267,0,14,0,0,0,3,0.8691700782877253,0,0,0,113,14
7886000,17662,0,1,0,0,0,6,0.14285714285714285,0,0,0,113,1
7886000,27181,0,1,0,0,0,36,0.02702702702702703,0,0,0,113,1
7886000,15446,0,25,0,0,0,8,1.3588880603416345,0,0,0,113,25
7886000,4939,0,12,0,0,0,8,0.5704909952490598,0,0,0,113,12
7886000,7090,0,1,0,0,0,16,0.058823529411764705,0,0,0,113,1
7886000,18990,0,1,0,0,0,50,0.0196078431372549,0,0,0,113,1
7886000,15638,0,1,0,0,0,49,0.02,0,0,0,113,1
7886000,21838,0,1,0,0,0,4,0.2,0,0,0,113,1
7886000,10622,0,1,0,0,0,14,0.06666666666666667,0,0,0,113,1
7886000,13450,0,1,0,0,0,38,0.02564102564102564,0,0,0,113,1
7886000,2000,0,1,0,0,0,25,0.038461538461538464,0,0,0,113,1
7886000,13768,0,1,0,0,0,8,0.1111111111111111,0,0,0,113,1
7886000,22654,0,1,0,0,0,7,0.125,0,0,0,113,1
7886000,8856,0,1,0,0,0,57,0.017241379310344827,0,0,0,113,1
7886000,24966,0,9,0,0,0,38,0.2301282051282051,0,0,0,113,9
7886000,13556,0,12,0,0,0,14,0.6814291101055807,0,0,0,113,12
7886000,24841,0,1,0,0,0,42,0.023255813953488372,0,0,0,113,1
7886000,24869,0,2,0,0,0,58,0.03389830508474576,0,0,0,113,2
7886000,6880,1,7,0,0,0,9,0.38205782312925174,0,0,0,113,7
7886000,4919,0,1,0,0,0,45,0.021739130434782608,0,0,0,113,1
7886000,15584,0,1,0,0,0,58,0.01694915254237288,0,0,0,113,1
7886000,16174,0,2,0,0,0,13,0.14285714285714285,0,0,0,113,2
7886000,16112,0,2,0,0,0,8,0.1736111111111111,0,0,0,113,2
7886000,8696,0,3,0,0,0,25,0.11538461538461539,0,0,0,113,3
7886000,22420,0,1,0,0,0,14,0.06666666666666667,0,0,0,113,1
7886000,3069,0,1,0,0,0,43,0.022727272727272728,0,0,0,113,1
7886000,6029,0,3,0,0,0,32,0.09001782531194297,0,0,0,113,3
7886000,19365,0,1,0,0,0,15,0.0625,0,0,0,113,1
7886000,6792,0,1,0,0,0,13,0.07142857142857142,0,0,0,113,1
7886000,6599,0,1,0,0,0,6,0.14285714285714285,0,0,0,113,1
7886000,7312,0,2,0,0,0,6,0.2857142857142857,0,0,0,113,2
7886000,8758,0,4,0,0,0,5,0.36666666666666664,0,0,0,113,4
7886000,16696,0,1,0,0,0,9,0.1,0,0,0,113,1
7886000,3334,0,4,0,0,0,14,0.26666666666666666,0,0,0,113,4
7886000,10840,0,1,0,0,0,58,0.01694915254237288,0,0,0,113,1
7886000,15663,0,1,0,0,0,56,0.017543859649122806,0,0,0,113,1
7886000,18964,0,1,0,0,0,20,0.047619047619047616,0,0,0,113,1
7886000,19021,0,1,0,0,0,48,0.02040816326530612,0,0,0,113,1
7886000,7727,0,3,0,0,0,11,0.25,0,0,0,113,3
7886000,20063,0,5,0,0,0,16,0.14992083790037755,0,0,0,113,5
7886000,13668,0,2,0,0,0,18,0.10526315789473684,0,0,0,113,2
7886000,18515,0,1,0,0,0,54,0.01818181818181818,0,0,0,113,1
7886000,11199,0,9,0,0,0,5,0.6284057971014492,0,0,0,113,9
7886000,28452,0,1,0,0,0,42,0.023255813953488372,0,0,0,113,1
7886000,9472,0,28,6,0,0,42,0.4732162452377798,0.10390097524381095,0,0,113,34
7886000,14407,0,1,0,0,0,20,0.047619047619047616,0,0,0,113,1
7886000,21919,0,1,0,0,0,36,0.02702702702702703,0,0,0,113,1
7886000,8261,0,1,0,0,0,19,0.05,0,0,0,113,1
7886000,12928,0,2,0,0,0,20,0.08761904761904762,0,0,0,113,2
7886000,24178,0,1,0,0,0,42,0.023255813953488372,0,0,0,113,1
7886000,18647,0,5,0,0,0,16,0.1588235294117647,0,0,0,113,5
7886000,15350,0,1,0,0,0,5,0.16666666666666666,0,0,0,113,1
7886000,15820,0,1,0,0,0,55,0.017857142857142856,0,0,0,113,1
7886000,4060,0,2,0,0,0,44,0.044444444444444446,0,0,0,113,2
7886000,20207,0,1,0,0,0,61,0.016129032258064516,0,0,0,113,1
7886000,23136,0,1,0,0,0,23,0.041666666666666664,0,0,0,113,1
7886000,849,0,1,0,0,0,35,0.027777777777777776,0,0,0,113,1
7886000,2267,0,6,0,0,0,8,0.2727273536810704,0,0,0,113,6
7886000,25488,0,1,0,0,0,41,0.023809523809523808,0,0,0,113,1
7886000,29099,0,1,0,0,0,13,0.07142857142857142,0,0,0,113,1
7886000,10072,0,1,0,0,0,42,0.023255813953488372,0,0,0,113,1
7886000,22016,0,1,0,0,0,2,0.3333333333333333,0,0,0,113,1
7886000,17451,0,1,0,0,0,14,0.06666666666666667,0,0,0,113,1
7886000,1428,0,6,0,0,0,5,0.7184126984126984,0,0,0,113,6
7886000,27137,0,1,0,0,0,42,0.023255813953488372,0,0,0,113,1
7886000,24883,0,1,0,0,0,20,0.047619047619047616,0,0,0,113,1
7886000,7354,0,1,0,0,0,6,0.14285714285714285,0,0,0,113,1
7886000,9273,0,1,0,0,0,1,0.5,0,0,0,113,1
7886000,5469,0,1,0,0,0,19,0.05,0,0,0,113,1
7886000,20470,0,1,0,0,0,36,0.02702702702702703,0,0,0,113,1
7886000,4887,0,3,0,0,0,14,0.11611721611721612,0,0,0,113,3
7886000,13779,0,1,0,0,0,6,0.14285714285714285,0,0,0,113,1
7886000,16914,0,1,0,0,0,45,0.021739130434782608,0,0,0,113,1
7886000,25770,0,2,0,0,0,5,0.23333333333333334,0,0,0,113,2
7886000,4794,0,2,0,0,0,45,0.043478260869565216,0,0,0,113,2
7886000,3445,0,1,0,0,0,49,0.02,0,0,0,113,1
7886000,15799,0,3,0,1,0,3,0.75,0,0.25,0,113,4
7886000,6080,0,15,0,0,0,51,0.26152832346117283,0,0,0,113,15
7886000,23779,0,1,0,0,0,61,0.016129032258064516,0,0,0,113,1
7886000,5087,0,1,0,0,0,42,0.023255813953488372,0,0,0,113,1
7886000,23045,0,1,0,0,0,3,0.25,0,0,0,113,1
7886000,22749,0,1,0,0,0,25,0.038461538461538464,0,0,0,113,1
8033500,22113,0,1,0,0,0,26,0.037037037037037035,0,0,0,44,1
8033500,26528,0,1,0,0,0,52,0.018867924528301886,0,0,0,44,1
8033500,11767,0,1,0,0,0,27,0.03571428571428571,0,0,0,44,1
8033500,21094,0,23,0,0,0,29,0.7666666666666666,0,0,0,44,23
8033500,23559,0,1,0,0,0,27,0.03571428571428571,0,0,0,44,1
8033500,13776,0,1,0,0,0,29,0.03333333333333333,0,0,0,44,1
8033500,21110,0,39,0,0,0,3,3.945300342359164,0,0,0,44,39
8033500,13112,0,6,0,0,0,29,0.19999999999999998,0,0,0,44,6
8033500,24471,0,1,0,0,0,25,0.038461538461538464,0,0,0,44,1
8033500,29418,0,1,0,0,0,29,0.03333333333333333,0,0,0,44,1
8033500,20214,0,1,0,0,0,51,0.019230769230769232,0,0,0,44,1
8033500,2198,0,7,0,0,0,6,0.4941451990632318,0,0,0,44,7
8033500,2669,0,1,0,0,0,20,0.047619047619047616,0,0,0,44,1
8033500,19046,0,3,0,0,0,27,0.10714285714285714,0,0,0,44,3
8033500,15718,0,1,0,0,0,48,0.02040816326530612,0,0,0,44,1
8033500,13888,0,1,1,0,0,50,0.0196078431372549,0.018518518518518517,0,0,44,2
8033500,18540,0,6,0,0,0,29,0.19999999999999998,0,0,0,44,6
8033500,14580,0,5,0,0,0,25,0.1866096866096866,0,0,0,44,5
8033500,3441,0,5,0,0,0,51,0.09615384615384616,0,0,0,44,5
8033500,26419,0,1,0,0,0,49,0.02,0,0,0,44,1
8033500,11523,0,1,0,0,0,56,0.017543859649122806,0,0,0,44,1
8033500,6348,0,15,0,0,0,29,0.49999999999999994,0,0,0,44,15
8033500,7868,0,1,0,0,0,28,0.034482758620689655,0,0,0,44,1
8033500,27955,0,12,0,0,0,29,0.39999999999999997,0,0,0,44,12
8033500,18167,0,1,0,0,0,11,0.08333333333333333,0,0,0,44,1
8033500,18180,0,2,0,0,0,54,0.03636363636363636,0,0,0,44,2
8033500,4831,0,1,0,0,0,21,0.045454545454545456,0,0,0,44,1
8033500,17945,0,1,0,0,0,29,0.03333333333333333,0,0,0,44,1
8033500,27060,0,1,0,0,0,21,0.045454545454545456,0,0,0,44,1
8033500,2000,0,1,0,0,0,26,0.037037037037037035,0,0,0,44,1
8033500,23851,0,1,0,0,0,27,0.03571428571428571,0,0,0,44,1
8033500,14235,0,3,0,0,0,11,0.25,0,0,0,44,3
8033500,13592,0,3,0,0,0,23,0.125,0,0,0,44,3
8033500,2445,0,2,0,0,0,29,0.06666666666666667,0,0,0,44,2
8033500,16939,0,8,1,0,0,8,0.6944444444444445,0.08333333333333333,0,0,44,9
8033500,10375,0,1,0,0,0,27,0.03571428571428571,0,0,0,44,1
8033500,707,0,6,0,0,0,29,0.19999999999999998,0,0,0,44,6
8033500,9765,0,1,0,0,0,49,0.02,0,0,0,44,1
8033500,24321,0,1,0,0,0,29,0.03333333333333333,0,0,0,44,1
8033500,28653,0,5,2,0,0,8,0.39869281045751637,0.11764705882352941,0,0,44,7
8033500,13645,0,1,0,0,0,27,0.03571428571428571,0,0,0,44,1
8033500,26493,0,6,0,0,0,54,0.1090909090909091,0,0,0,44,6
8033500,20996,0,36,0,1,0,28,1.201149425287357,0,0.03333333333333333,0,44,37
8033500,18612,0,3,0,0,0,57,0.05172413793103448,0,0,0,44,3
10261750,282,0,4,0,0,0,26,0.11531986531986532,0,0,0,62,4
10261750,17061,0,2,2,0,0,33,0.04941176470588235,0.04941176470588235,0,0,62,4
10261750,17348,0,5,1,0,0,25,0.12179487179487179,0.020833333333333332,0,0,62,6
10261750,29363,0,1,0,0,0,12,0.07692307692307693,0,0,0,62,1
10261750,24541,0,1,0,0,0,43,0.022727272727272728,0,0,0,62,1
10261750,6948,0,1,0,0,0,15,0.0625,0,0,0,62,1
10261750,21657,1,1,0,0,0,41,0.023809523809523808,0,0,0,62,1
10261750,10872,0,1,0,0,0,49,0.02,0,0,0,62,1
10261750,27508,0,2,0,0,0,46,0.0425531914893617,0,0,0,62,2
10261750,11679,0,14,0,0,0,9,0.8251781328643764,0,0,0,62,14
10261750,19394,0,9,2,0,0,12,0.6355311355311355,0.14358974358974358,0,0,62,11
10261750,14573,0,2,0,0,0,30,0.06451612903225806,0,0,0,62,2
10261750,12220,0,2,0,0,0,50,0.03655699567962778,0,0,0,62,2
10261750,5845,0,1,0,0,0,19,0.05,0,0,0,62,1
10261750,13793,0,3,0,0,0,19,0.09878048780487805,0,0,0,62,3
10261750,21881,0,1,0,0,0,33,0.029411764705882353,0,0,0,62,1
10261750,13070,0,1,0,0,0,40,0.024390243902439025,0,0,0,62,1
10261750,17405,0,3,1,0,0,9,0.26666666666666666,0.08333333333333333,0,0,62,4
10261750,27760,0,1,0,0,0,8,0.1111111111111111,0,0,0,62,1
10261750,26197,0,2,0,0,0,23,0.08333333333333333,0,0,0,62,2
10261750,476,0,1,0,0,0,60,0.01639344262295082,0,0,0,62,1
10261750,4302,0,6,0,0,0,33,0.17647058823529413,0,0,0,62,6
10261750,1222,0,52,2,0,0,41,1.0943681950433064,0.045454545454545456,0,0,62,54
10261750,28270,0,6,2,0,0,12,0.37104072398190047,0.11764705882352941,0,0,62,8
10261750,7105,0,2,0,0,0,33,0.058823529411764705,0,0,0,62,2
10261750,19453,0,1,0,0,0,35,0.027777777777777776,0,0,0,62,1
10261750,8689,0,1,0,0,0,32,0.030303030303030304,0,0,0,62,1
10261750,11849,0,1,0,0,0,37,0.02631578947368421,0,0,0,62,1
10261750,11347,0,1,0,0,0,12,0.07692307692307693,0,0,0,62,1
10261750,3438,0,6,1,0,0,33,0.17647058823529413,0.029411764705882353,0,0,62,7
10261750,911,0,1,0,0,0,33,0.029411764705882353,0,0,0,62,1
10261750,3288,0,1,0,0,0,4,0.2,0,0,0,62,1
10261750,2432,0,3,0,0,0,48,0.061224489795918366,0,0,0,62,3
10261750,5667,0,2,0,0,0,7,0.25,0,0,0,62,2
10261750,13450,0,1,0,0,0,12,0.07692307692307693,0,0,0,62,1
10261750,4571,0,1,0,0,0,54,0.01818181818181818,0,0,0,62,1
10261750,3627,0,12,0,0,0,57,0.2051431911163063,0,0,0,62,12
10261750,25366,0,1,0,0,0,41,0.023809523809523808,0,0,0,62,1
10261750,26180,0,1,0,0,0,7,0.125,0,0,0,62,1
10261750,14261,1,209,9,0,0,2,7.685874254955871,0.3,0,0,62,218
10261750,23779,0,1,0,0,0,52,0.018867924528301886,0,0,0,62,1
10261750,2898,0,1,0,0,0,19,0.05,0,0,0,62,1
10261750,20551,0,5,0,0,0,38,0.12637362637362637,0,0,0,62,5
10261750,15645,0,12,1,0,0,26,0.4444444444444444,0.037037037037037035,0,0,62,13
10261750,8737,0,1,0,0,0,57,0.017241379310344827,0,0,0,62,1
10261750,3647,0,1,0,0,0,33,0.029411764705882353,0,0,0,62,1
10261750,14065,0,1,0,0,0,26,0.037037037037037035,0,0,0,62,1
10261750,7230,0,4,0,0,0,3,0.3070728291316526,0,0,0,62,4
10261750,25424,0,1,0,0,0,4,0.2,0,0,0,62,1
10261750,7817,0,2,0,0,0,30,0.06451612903225806,0,0,0,62,2
10261750,18084,0,1,0,0,0,56,0.017543859649122806,0,0,0,62,1
10261750,6203,0,1,0,0,0,36,0.02702702702702703,0,0,0,62,1
10261750,16331,0,1,1,0,0,4,0.2,0.2,0,0,62,2
10261750,21336,0,2,0,0,0,46,0.0425531914893617,0,0,0,62,2
10261750,29099,0,2,0,0,0,13,0.14285714285714285,0,0,0,62,2
10261750,27448,0,3,0,0,0,52,0.05660377358490566,0,0,0,62,3
10261750,14894,0,1,0,0,0,32,0.030303030303030304,0,0,0,62,1
10261750,2217,0,1,0,0,0,4,0.2,0,0,0,62,1
10261750,20826,0,1,0,0,0,7,0.125,0,0,0,62,1
10261750,13888,0,2,0,0,0,21,0.09090909090909091,0,0,0,62,2
10261750,18024,0,4,1,0,0,45,0.08423913043478261,0.020833333333333332,0,0,62,5
10261750,3228,0,1,0,0,0,33,0.029411764705882353,0,0,0,62,1
10588000,17835,0,1,0,0,0,49,0.02,0,0,0,26,1
10588000,15159,0,1,0,0,0,41,0.023809523809523808,0,0,0,26,1
10588000,849,0,6,1,0,0,57,0.10344827586206898,0.017241379310344827,0,0,26,7
10588000,10531,0,1,0,0,0,29,0.03333333333333333,0,0,0,26,1
10588000,17599,0,2,0,0,0,54,0.03636363636363636,0,0,0,26,2
10588000,4037,0,1,0,0,0,19,0.05,0,0,0,26,1
10588000,1831,0,1,0,0,0,25,0.038461538461538464,0,0,0,26,1
10588000,17450,0,1,0,0,0,37,0.02631578947368421,0,0,0,26,1
10588000,24872,0,1,0,0,0,38,0.02564102564102564,0,0,0,26,1
10588000,18397,0,1,0,0,0,31,0.03125,0,0,0,26,1
10588000,1290,0,2,0,0,0,59,0.03306010928961749,0,0,0,26,2
10588000,15138,1,16,0,0,0,10,0.3395942502764291,0,0,0,26,16
10588000,22499,0,22,0,0,0,1,0.8521129163559082,0,0,0,26,22
10588000,20823,0,2,0,0,0,31,0.0625,0,0,0,26,2
10588000,16620,0,1,0,0,0,38,0.02564102564102564,0,0,0,26,1
10588000,10694,0,1,0,0,0,30,0.03225806451612903,0,0,0,26,1
10588000,11196,0,1,0,0,0,38,0.02564102564102564,0,0,0,26,1
10588000,749,0,1,0,0,0,57,0.017241379310344827,0,0,0,26,1
10588000,28059,0,1,0,0,0,19,0.05,0,0,0,26,1
10588000,9209,0,3,1,0,0,3,0.75,0.25,0,0,26,4
10588000,10841,0,2,0,0,0,58,0.03389830508474576,0,0,0,26,2
10588000,27805,0,1,0,0,0,35,0.027777777777777776,0,0,0,26,1
10588000,14020,0,26,0,0,0,5,2.434444444444445,0,0,0,26,26
10588000,14384,0,2,0,0,0,17,0.08680555555555555,0,0,0,26,2
10588000,28825,0,6,0,0,0,59,0.09918032786885246,0,0,0,26,6
10588000,24196,0,1,0,0,0,29,0.03333333333333333,0,0,0,26,1
10790500,16621,0,1,0,0,0,7,0.125,0,0,0,11,1
10790500,8313,0,1,0,0,0,41,0.023809523809523808,0,0,0,11,1
10790500,27060,0,1,0,0,0,6,0.14285714285714285,0,0,0,11,1
10790500,20683,0,1,0,0,0,8,0.1111111111111111,0,0,0,11,1
10790500,1170,0,1,0,0,0,32,0.030303030303030304,0,0,0,11,1
10790500,9836,0,1,0,0,0,23,0.041666666666666664,0,0,0,11,1
10790500,26722,0,1,0,0,0,24,0.04,0,0,0,11,1
10790500,10773,0,1,0,0,0,32,0.030303030303030304,0,0,0,11,1
10790500,15716,0,1,1,0,0,52,0.018867924528301886,0.018518518518518517,0,0,11,2
10790500,24892,0,1,0,0,0,25,0.038461538461538464,0,0,0,11,1
10790500,7070,0,1,0,0,0,10,0.09090909090909091,0,0,0,11,1
11730000,22884,0,1,0,0,0,25,0.038461538461538464,0,0,0,47,1
11730000,23779,0,2,0,0,0,36,0.04589495155532891,0,0,0,47,2
11730000,27513,0,1,0,0,0,28,0.034482758620689655,0,0,0,47,1
11730000,28286,0,4,1,0,0,1,0.5863095238095238,0.03125,0,0,47,5
11730000,2445,0,1,0,0,0,7,0.125,0,0,0,47,1
11730000,24015,0,1,0,0,0,28,0.034482758620689655,0,0,0,47,1
11730000,5086,0,1,0,0,0,4,0.2,0,0,0,47,1
11730000,1688,0,2,0,0,0,4,0.4,0,0,0,47,2
11730000,25755,0,3,0,0,0,23,0.10772357723577236,0,0,0,47,3
11730000,3850,0,1,0,0,0,28,0.034482758620689655,0,0,0,47,1
11730000,25960,0,1,0,0,0,7,0.125,0,0,0,47,1
11730000,16176,0,1,0,0,0,2,0.3333333333333333,0,0,0,47,1
11730000,25213,0,1,0,0,0,18,0.05263157894736842,0,0,0,47,1
11730000,5797,0,2,0,0,0,4,0.4,0,0,0,47,2
11730000,25311,0,1,0,0,0,12,0.07692307692307693,0,0,0,47,1
11730000,29330,0,1,0,0,0,39,0.025,0,0,0,47,1
11730000,14248,0,1,0,0,0,48,0.02040816326530612,0,0,0,47,1
11730000,230,0,2,0,0,0,33,0.058823529411764705,0,0,0,47,2
11730000,21110,0,1,0,0,0,2,0.3333333333333333,0,0,0,47,1
11730000,9802,0,1,0,0,0,60,0.01639344262295082,0,0,0,47,1
11730000,21565,0,92,2,0,0,2,9.645722865722863,0.25,0,0,47,94
11730000,3145,0,2,0,0,0,7,0.1431818181818182,0,0,0,47,2
11730000,989,0,1,0,0,0,32,0.030303030303030304,0,0,0,47,1
11730000,23656,0,4,0,0,0,2,1.0833333333333333,0,0,0,47,4
11730000,8296,0,9,1,0,0,1,0.7161717638691321,0.02631578947368421,0,0,47,10
11730000,3647,0,1,0,0,0,33,0.029411764705882353,0,0,0,47,1
11730000,9341,0,1,0,0,0,20,0.047619047619047616,0,0,0,47,1
11730000,29473,0,2,0,0,0,23,0.06439393939393939,0,0,0,47,2
11730000,6193,0,4,1,0,0,1,0.7337662337662337,0.07142857142857142,0,0,47,5
11730000,18874,0,2,0,0,0,11,0.16666666666666666,0,0,0,47,2
11730000,451,0,1,0,0,0,23,0.041666666666666664,0,0,0,47,1
11730000,17181,0,7,1,0,0,2,2.333333333333333,0.3333333333333333,0,0,47,8
11730000,27602,0,1,0,0,0,6,0.14285714285714285,0,0,0,47,1
11730000,21729,0,1,0,0,0,41,0.023809523809523808,0,0,0,47,1
11730000,26802,0,1,0,0,0,4,0.2,0,0,0,47,1
11730000,2240,0,1,0,0,0,11,0.08333333333333333,0,0,0,47,1
11730000,14242,0,1,0,0,0,33,0.029411764705882353,0,0,0,47,1
11730000,23898,0,2,0,0,0,54,0.034575260804769,0,0,0,47,2
11730000,14887,0,1,0,0,0,54,0.01818181818181818,0,0,0,47,1
11730000,5043,0,1,0,0,0,4,0.2,0,0,0,47,1
11730000,28357,0,1,0,0,0,23,0.041666666666666664,0,0,0,47,1
11730000,7230,0,1,0,0,0,50,0.0196078431372549,0,0,0,47,1
11730000,6242,0,1,0,0,0,43,0.022727272727272728,0,0,0,47,1
11730000,3228,0,1,0,0,0,24,0.04,0,0,0,47,1
11730000,18024,0,17,0,0,0,4,1.020855614973262,0,0,0,47,17
11730000,3720,0,1,0,0,0,2,0.3333333333333333,0,0,0,47,1
11730000,8024,0,2,0,0,0,2,0.6666666666666666,0,0,0,47,2
11972750,647,0,5,1,0,0,10,0.3448773448773449,0.07142857142857142,0,0,13,6
11972750,26718,0,2,0,0,0,59,0.03333333333333333,0,0,0,13,2
11972750,28855,0,3,1,0,0,23,0.125,0.041666666666666664,0,0,13,4
11972750,7260,0,1,4,0,0,50,0.019230769230769232,0.0784313725490196,0,0,13,5
11972750,932,0,2,0,0,0,52,0.03773584905660377,0,0,0,13,2
11972750,4846,0,3,2,0,0,1,1.5,1.0,0,0,13,5
11972750,23178,0,1,0,0,0,25,0.038461538461538464,0,0,0,13,1
11972750,24311,0,3,0,0,0,24,0.12,0,0,0,13,3
11972750,3550,0,1,0,0,0,58,0.01694915254237288,0,0,0,13,1
11972750,16393,0,1,0,0,0,24,0.04,0,0,0,13,1
11972750,7936,0,6,2,0,0,17,0.2815656565656566,0.08333333333333333,0,0,13,8
11972750,16579,0,1,0,0,0,52,0.018867924528301886,0,0,0,13,1
11972750,12599,0,5,0,0,0,24,0.2,0,0,0,13,5
1724000,19416,0,1,0,0,0,19,0.05,0,0,0,52,1
1724000,6101,0,2,0,0,0,11,0.12333333333333332,0,0,0,52,2
1724000,15766,0,1,0,0,0,24,0.04,0,0,0,52,1
1724000,15159,0,1,0,0,0,50,0.0196078431372549,0,0,0,52,1
1724000,18292,0,1,0,0,0,21,0.045454545454545456,0,0,0,52,1
