uid,bid,click,buy,fav,cart,diff_day,click_decay,buy_decay,fav_decay,cart_decay,interaction_frequency,historical_activity
1046250,26722,2,0,0,0,14,0.13333333333333333,0,0,0,24,2
1046250,21796,1,0,0,0,17,0.05555555555555555,0,0,0,24,1
1046250,18196,7,1,0,0,8,0.6111111111111112,0.08333333333333333,0,0,24,8
1046250,14360,2,0,0,0,25,0.07692307692307693,0,0,0,24,2
1046250,25329,1,0,0,0,14,0.06666666666666667,0,0,0,24,1
1046250,624,1,0,0,0,14,0.06666666666666667,0,0,0,24,1
1046250,27508,2,0,0,0,18,0.10263157894736842,0,0,0,24,2
1046250,13450,2,0,0,0,18,0.10526315789473684,0,0,0,24,2
1046250,18572,1,0,0,0,29,0.03333333333333333,0,0,0,24,1
1046250,62,1,0,0,0,18,0.05263157894736842,0,0,0,24,1
1046250,7611,1,0,0,0,18,0.05263157894736842,0,0,0,24,1
1046250,6621,1,0,0,0,16,0.058823529411764705,0,0,0,24,1
1046250,21110,1,0,0,0,18,0.05263157894736842,0,0,0,24,1
1046250,23793,2,0,0,0,14,0.11929824561403508,0,0,0,24,2
1046250,23187,1,0,0,0,11,0.08333333333333333,0,0,0,24,1
1046250,1501,1,0,0,0,14,0.06666666666666667,0,0,0,24,1
1046250,14995,1,0,0,0,5,0.16666666666666666,0,0,0,24,1
1046250,3510,2,0,0,0,25,0.07692307692307693,0,0,0,24,2
1046250,27791,5,1,0,0,20,0.1952380952380952,0.03333333333333333,0,0,24,6
10768750,6672,1,1,0,0,27,0.03571428571428571,0.03571428571428571,0,0,4,2
10768750,18388,1,0,0,0,21,0.045454545454545456,0,0,0,4,1
10768750,27261,1,0,1,0,15,0.0625,0,0.0625,0,4,2
10768750,13265,1,0,0,0,27,0.03571428571428571,0,0,0,4,1
11046750,5799,1,0,0,0,8,0.1111111111111111,0,0,0,1,1
12027000,21865,0,1,0,0,3,0,0.25,0,0,1,1
1906000,24848,1,0,0,0,11,0.08333333333333333,0,0,0,17,1
1906000,21110,29,1,0,0,10,1.3581485129937145,0.04,0,0,17,30
1906000,15401,2,0,0,0,29,0.06666666666666667,0,0,0,17,2
1906000,22126,5,0,0,0,16,0.29411764705882354,0,0,0,17,5
1906000,1325,1,0,0,0,24,0.04,0,0,0,17,1
1906000,4892,1,0,0,0,29,0.03333333333333333,0,0,0,17,1
1906000,29529,1,0,0,0,24,0.04,0,0,0,17,1
1906000,16754,1,0,0,0,16,0.058823529411764705,0,0,0,17,1
1906000,11028,1,0,0,0,10,0.09090909090909091,0,0,0,17,1
1906000,2699,3,0,0,0,1,1.5,0,0,0,17,3
1906000,7220,2,0,0,0,26,0.07407407407407407,0,0,0,17,2
1906000,20943,2,0,0,0,16,0.11764705882352941,0,0,0,17,2
1906000,2683,13,1,0,0,18,0.638421052631579,0.05263157894736842,0,0,17,14
1906000,12285,8,1,0,0,24,0.3107692307692308,0.038461538461538464,0,0,17,9
1906000,19361,3,0,0,0,24,0.11692307692307694,0,0,0,17,3
1906000,11448,5,1,0,0,24,0.18814814814814815,0.037037037037037035,0,0,17,6
1906000,22958,1,0,0,0,26,0.037037037037037035,0,0,0,17,1
1909250,28410,7,0,0,0,11,0.5833333333333333,0,0,0,28,7
1909250,9842,1,0,0,0,15,0.0625,0,0,0,28,1
1909250,21110,2,0,0,0,12,0.13942307692307693,0,0,0,28,2
1909250,14580,1,0,0,0,4,0.2,0,0,0,28,1
1909250,5254,1,0,0,0,14,0.06666666666666667,0,0,0,28,1
1909250,10620,1,0,0,0,9,0.1,0,0,0,28,1
1909250,12541,1,0,0,0,9,0.1,0,0,0,28,1
1909250,2410,1,0,0,0,9,0.1,0,0,0,28,1
1909250,2826,2,0,0,0,4,0.4,0,0,0,28,2
1909250,23662,1,0,0,0,11,0.08333333333333333,0,0,0,28,1
1909250,22244,1,0,0,0,14,0.06666666666666667,0,0,0,28,1
1909250,11449,3,0,0,0,4,0.6000000000000001,0,0,0,28,3
1909250,24848,1,0,0,0,6,0.14285714285714285,0,0,0,28,1
1909250,20154,1,0,0,0,8,0.1111111111111111,0,0,0,28,1
1909250,22421,1,0,0,0,15,0.0625,0,0,0,28,1
1909250,20300,1,0,0,0,14,0.06666666666666667,0,0,0,28,1
1909250,16818,4,0,0,0,10,0.36363636363636365,0,0,0,28,4
1909250,22280,1,0,0,0,10,0.09090909090909091,0,0,0,28,1
1909250,17405,1,0,0,0,9,0.1,0,0,0,28,1
1909250,26380,1,0,0,0,4,0.2,0,0,0,28,1
1909250,19668,1,0,0,0,8,0.1111111111111111,0,0,0,28,1
1909250,4078,1,0,0,0,14,0.06666666666666667,0,0,0,28,1
1909250,29099,1,0,0,0,11,0.08333333333333333,0,0,0,28,1
1909250,25372,9,0,0,0,2,0.9878787878787878,0,0,0,28,9
1909250,2655,1,0,0,0,6,0.14285714285714285,0,0,0,28,1
1909250,679,4,0,0,0,11,0.3333333333333333,0,0,0,28,4
1909250,7552,2,0,0,0,12,0.15384615384615385,0,0,0,28,2
1909250,18829,1,0,0,0,2,0.3333333333333333,0,0,0,28,1
2138750,1950,1,0,0,0,14,0.06666666666666667,0,0,0,6,1
2138750,24608,1,0,0,0,24,0.04,0,0,0,6,1
2138750,17457,1,0,0,0,23,0.041666666666666664,0,0,0,6,1
2138750,14120,2,0,0,0,7,0.16666666666666666,0,0,0,6,2
2138750,20425,1,0,0,0,23,0.041666666666666664,0,0,0,6,1
2138750,11029,1,0,0,0,30,0.03225806451612903,0,0,0,6,1
2476250,29231,2,0,0,0,18,0.09610983981693363,0,0,0,7,2
2476250,785,1,0,0,0,15,0.0625,0,0,0,7,1
2476250,23153,1,0,0,0,15,0.0625,0,0,0,7,1
2476250,21110,1,0,0,0,10,0.09090909090909091,0,0,0,7,1
2476250,17657,1,0,0,0,15,0.0625,0,0,0,7,1
2476250,8876,1,0,0,0,11,0.08333333333333333,0,0,0,7,1
2476250,21312,1,0,0,0,15,0.0625,0,0,0,7,1
2874500,10914,1,0,0,0,26,0.037037037037037035,0,0,0,48,1
2874500,3047,3,0,0,0,4,0.6000000000000001,0,0,0,48,3
2874500,23793,1,0,0,0,23,0.041666666666666664,0,0,0,48,1
2874500,10532,1,0,0,0,30,0.03225806451612903,0,0,0,48,1
2874500,12736,2,0,0,0,7,0.25,0,0,0,48,2
2874500,19514,1,0,0,0,18,0.05263157894736842,0,0,0,48,1
2874500,28791,1,0,0,0,18,0.05263157894736842,0,0,0,48,1
2874500,2319,1,0,0,0,27,0.03571428571428571,0,0,0,48,1
2874500,7323,3,0,0,0,29,0.1,0,0,0,48,3
2874500,16550,5,0,0,0,23,0.20833333333333331,0,0,0,48,5
2874500,20579,2,0,0,0,12,0.15384615384615385,0,0,0,48,2
2874500,8637,1,0,0,0,11,0.08333333333333333,0,0,0,48,1
2874500,26670,1,0,0,0,17,0.05555555555555555,0,0,0,48,1
2874500,13070,2,0,0,0,17,0.08781362007168458,0,0,0,48,2
2874500,7910,32,0,0,0,1,3.3834457657038315,0,0,0,48,32
2874500,19455,1,0,0,0,13,0.07142857142857142,0,0,0,48,1
2874500,10840,1,0,0,0,16,0.058823529411764705,0,0,0,48,1
2874500,1831,1,0,0,0,10,0.09090909090909091,0,0,0,48,1
2874500,14580,2,0,0,0,9,0.15555555555555556,0,0,0,48,2
2874500,29547,2,0,0,0,6,0.2857142857142857,0,0,0,48,2
2874500,9567,1,0,0,0,27,0.03571428571428571,0,0,0,48,1
2874500,20388,1,0,0,0,15,0.0625,0,0,0,48,1
2874500,25493,2,0,0,0,27,0.07142857142857142,0,0,0,48,2
2874500,7706,1,0,0,0,15,0.0625,0,0,0,48,1
2874500,4172,29,1,0,0,15,1.715277777777778,0.0625,0,0,48,30
2874500,19422,5,0,0,0,6,0.6103896103896105,0,0,0,48,5
2874500,15159,1,0,0,0,27,0.03571428571428571,0,0,0,48,1
2874500,6203,2,0,0,0,16,0.09453781512605042,0,0,0,48,2
2874500,14265,1,0,0,0,23,0.041666666666666664,0,0,0,48,1
2874500,7868,10,1,0,0,11,0.4451966873706003,0.03571428571428571,0,0,48,11
2874500,28519,1,0,0,0,13,0.07142857142857142,0,0,0,48,1
2874500,21844,2,0,0,0,13,0.14285714285714285,0,0,0,48,2
2874500,21869,1,0,0,0,13,0.07142857142857142,0,0,0,48,1
2874500,2504,1,0,0,0,16,0.058823529411764705,0,0,0,48,1
2874500,12220,2,0,0,0,8,0.14957264957264957,0,0,0,48,2
2874500,13888,1,0,0,0,4,0.2,0,0,0,48,1
2874500,14914,20,0,0,0,1,2.531601731601731,0,0,0,48,20
2874500,12395,1,0,0,0,13,0.07142857142857142,0,0,0,48,1
2874500,20668,1,0,0,0,11,0.08333333333333333,0,0,0,48,1
2874500,5848,1,0,0,0,16,0.058823529411764705,0,0,0,48,1
2874500,22484,1,0,0,0,27,0.03571428571428571,0,0,0,48,1
2874500,3032,1,0,0,0,19,0.05,0,0,0,48,1
2874500,16103,1,0,0,0,13,0.07142857142857142,0,0,0,48,1
2874500,5077,1,0,0,0,13,0.07142857142857142,0,0,0,48,1
2874500,143,1,0,0,0,30,0.03225806451612903,0,0,0,48,1
2874500,16395,1,0,0,0,18,0.05263157894736842,0,0,0,48,1
2874500,28653,1,0,0,0,19,0.05,0,0,0,48,1
2874500,2257,1,0,0,0,4,0.2,0,0,0,48,1
2921750,21865,1,0,0,0,13,0.07142857142857142,0,0,0,45,1
2921750,22244,1,0,0,0,14,0.06666666666666667,0,0,0,45,1
2921750,15934,4,0,1,0,2,1.0833333333333333,0,0.25,0,45,5
2921750,22836,1,0,0,0,23,0.041666666666666664,0,0,0,45,1
2921750,24196,1,0,0,0,13,0.07142857142857142,0,0,0,45,1
2921750,7314,6,0,0,0,14,0.39999999999999997,0,0,0,45,6
2921750,934,1,0,0,0,25,0.038461538461538464,0,0,0,45,1
2921750,7490,4,0,0,0,22,0.17391304347826086,0,0,0,45,4
2921750,29547,18,0,0,0,16,0.7949395301158659,0,0,0,45,18
2921750,18805,1,0,0,0,2,0.3333333333333333,0,0,0,45,1
2921750,11958,1,0,0,0,25,0.038461538461538464,0,0,0,45,1
2921750,13070,2,0,0,0,17,0.1111111111111111,0,0,0,45,2
2921750,14240,1,0,0,0,16,0.058823529411764705,0,0,0,45,1
2921750,24415,2,0,0,0,25,0.07692307692307693,0,0,0,45,2
2921750,19702,1,0,0,0,18,0.05263157894736842,0,0,0,45,1
2921750,21323,1,0,0,0,23,0.041666666666666664,0,0,0,45,1
2921750,20800,1,0,0,0,23,0.041666666666666664,0,0,0,45,1
2921750,14182,5,0,0,0,14,0.2561827956989247,0,0,0,45,5
2921750,26605,1,0,0,0,24,0.04,0,0,0,45,1
2921750,4920,1,0,0,0,14,0.06666666666666667,0,0,0,45,1
2921750,12520,1,0,0,0,25,0.038461538461538464,0,0,0,45,1
2921750,1731,1,0,0,0,20,0.047619047619047616,0,0,0,45,1
2921750,26722,5,0,0,0,13,0.22527472527472528,0,0,0,45,5
2921750,12352,2,0,0,0,18,0.10526315789473684,0,0,0,45,2
2921750,2319,1,0,0,0,14,0.06666666666666667,0,0,0,45,1
2921750,24886,1,0,0,0,18,0.05263157894736842,0,0,0,45,1
2921750,8842,1,0,0,0,3,0.25,0,0,0,45,1
2921750,22749,1,0,0,0,17,0.05555555555555555,0,0,0,45,1
2921750,21869,1,0,0,0,18,0.05263157894736842,0,0,0,45,1
2921750,2504,5,0,0,0,15,0.3125,0,0,0,45,5
2921750,6398,1,0,0,0,3,0.25,0,0,0,45,1
2921750,26341,1,0,0,0,22,0.043478260869565216,0,0,0,45,1
2921750,3719,1,0,0,0,18,0.05263157894736842,0,0,0,45,1
2921750,11201,14,1,0,0,3,2.125,0.25,0,0,45,15
2921750,24898,1,0,0,0,26,0.037037037037037035,0,0,0,45,1
2921750,21862,1,0,0,0,20,0.047619047619047616,0,0,0,45,1
2921750,18084,1,0,0,0,25,0.038461538461538464,0,0,0,45,1
2921750,679,1,0,0,0,23,0.041666666666666664,0,0,0,45,1
2921750,19539,1,0,0,0,22,0.043478260869565216,0,0,0,45,1
2921750,27371,2,0,0,0,14,0.10666666666666666,0,0,0,45,2
2921750,6880,1,0,0,0,22,0.043478260869565216,0,0,0,45,1
2921750,25424,1,0,0,0,25,0.038461538461538464,0,0,0,45,1
2921750,143,15,1,1,0,2,3.508576480990274,0.3333333333333333,0.03333333333333333,0,45,17
2921750,14020,1,0,0,0,30,0.03225806451612903,0,0,0,45,1
2921750,27791,1,0,0,0,30,0.03225806451612903,0,0,0,45,1
317500,24975,1,0,0,0,23,0.041666666666666664,0,0,0,9,1
317500,21372,1,0,0,0,26,0.037037037037037035,0,0,0,9,1
317500,22421,1,0,0,0,10,0.09090909090909091,0,0,0,9,1
317500,6918,1,0,0,0,23,0.041666666666666664,0,0,0,9,1
317500,23829,2,0,0,0,28,0.06896551724137931,0,0,0,9,2
317500,12173,1,0,0,0,26,0.037037037037037035,0,0,0,9,1
317500,29099,1,0,0,0,6,0.14285714285714285,0,0,0,9,1
317500,16110,4,0,0,0,29,0.13010752688172042,0,0,0,9,4
317500,4571,3,0,0,0,10,0.2727272727272727,0,0,0,9,3
3524750,5081,1,0,0,0,1,0.5,0,0,0,6,1
3524750,10368,1,0,0,0,2,0.3333333333333333,0,0,0,6,1
3524750,23273,1,0,0,0,2,0.3333333333333333,0,0,0,6,1
3524750,26871,1,0,0,0,1,0.5,0,0,0,6,1
3524750,24541,1,0,0,0,2,0.3333333333333333,0,0,0,6,1
3524750,15069,1,0,0,0,2,0.3333333333333333,0,0,0,6,1
4184250,16126,1,0,0,0,15,0.0625,0,0,0,51,1
4184250,6665,1,0,0,0,28,0.034482758620689655,0,0,0,51,1
4184250,8261,1,0,0,0,17,0.05555555555555555,0,0,0,51,1
4184250,23662,2,0,0,0,4,0.4,0,0,0,51,2
4184250,20438,1,0,0,0,14,0.06666666666666667,0,0,0,51,1
4184250,3752,1,0,0,0,13,0.07142857142857142,0,0,0,51,1
4184250,9640,2,0,0,0,14,0.13333333333333333,0,0,0,51,2
4184250,15222,1,0,0,0,13,0.07142857142857142,0,0,0,51,1
4184250,10788,4,0,0,0,19,0.16999999999999998,0,0,0,51,4
4184250,8689,1,1,0,0,16,0.058823529411764705,0.058823529411764705,0,0,51,2
4184250,15315,11,0,0,0,12,0.42726790450928387,0,0,0,51,11
4184250,24923,3,0,0,0,19,0.15000000000000002,0,0,0,51,3
4184250,12220,5,0,0,0,2,1.6666666666666665,0,0,0,51,5
4184250,21620,2,0,0,0,14,0.11929824561403508,0,0,0,51,2
4184250,10151,1,0,0,0,4,0.2,0,0,0,51,1
4184250,5094,1,0,0,0,23,0.041666666666666664,0,0,0,51,1
4184250,11983,1,0,0,0,24,0.04,0,0,0,51,1
4184250,28710,1,0,0,0,27,0.03571428571428571,0,0,0,51,1
4184250,11196,34,2,0,0,7,2.8825757575757582,0.16666666666666666,0,0,51,36
4184250,10329,2,0,0,0,4,0.2625,0,0,0,51,2
4184250,14261,1,0,0,0,2,0.3333333333333333,0,0,0,51,1
4184250,2903,1,0,0,0,7,0.125,0,0,0,51,1
4184250,3390,5,0,0,0,19,0.25,0,0,0,51,5
4184250,4065,1,0,0,0,21,0.045454545454545456,0,0,0,51,1
4184250,7922,1,0,0,0,17,0.05555555555555555,0,0,0,51,1
4184250,16165,1,0,0,0,13,0.07142857142857142,0,0,0,51,1
4184250,25488,2,0,0,0,4,0.4,0,0,0,51,2
4184250,11396,1,0,0,0,13,0.07142857142857142,0,0,0,51,1
4184250,4949,6,0,0,0,20,0.26785714285714285,0,0,0,51,6
4184250,7741,3,0,0,0,7,0.375,0,0,0,51,3
4184250,25933,1,0,0,0,4,0.2,0,0,0,51,1
4184250,21982,2,0,0,0,20,0.09523809523809523,0,0,0,51,2
4184250,18353,3,0,0,0,4,0.6000000000000001,0,0,0,51,3
4184250,28790,1,0,0,0,20,0.047619047619047616,0,0,0,51,1
4184250,11080,2,0,0,0,20,0.09523809523809523,0,0,0,51,2
4184250,24436,1,0,0,0,18,0.05263157894736842,0,0,0,51,1
4184250,11176,4,0,0,0,20,0.1803830227743271,0,0,0,51,4
4184250,7096,1,0,0,0,28,0.034482758620689655,0,0,0,51,1
4184250,21862,1,0,0,0,21,0.045454545454545456,0,0,0,51,1
4184250,10908,1,0,0,0,9,0.1,0,0,0,51,1
4184250,28135,2,0,0,0,29,0.06666666666666667,0,0,0,51,2
4184250,241,108,0,0,0,7,5.664367944939838,0,0,0,51,108
4184250,27446,2,0,0,0,24,0.08,0,0,0,51,2
4184250,24922,1,0,0,0,24,0.04,0,0,0,51,1
4184250,11127,3,0,0,0,14,0.2,0,0,0,51,3
4184250,14020,63,3,0,0,6,7.423645320197045,0.375,0,0,51,66
4184250,17330,2,0,0,0,4,0.4,0,0,0,51,2
4184250,9210,1,0,0,0,2,0.3333333333333333,0,0,0,51,1
4184250,22905,4,0,0,0,9,0.23095238095238094,0,0,0,51,4
4184250,2257,1,0,0,0,4,0.2,0,0,0,51,1
4184250,28694,1,0,0,0,7,0.125,0,0,0,51,1
4215750,14192,1,0,1,0,24,0.04,0,0.04,0,104,2
4215750,18741,2,0,0,0,4,0.4,0,0,0,104,2
4215750,15800,2,0,0,0,24,0.08,0,0,0,104,2
4215750,7995,1,0,0,0,9,0.1,0,0,0,104,1
4215750,15813,1,0,0,0,4,0.2,0,0,0,104,1
4215750,20334,1,0,0,0,5,0.16666666666666666,0,0,0,104,1
4215750,20212,1,0,0,0,24,0.04,0,0,0,104,1
4215750,18258,1,0,0,0,5,0.16666666666666666,0,0,0,104,1
4215750,23656,0,1,0,0,17,0,0.05555555555555555,0,0,104,1
4215750,15567,2,0,0,0,18,0.10526315789473684,0,0,0,104,2
4215750,6665,1,0,0,0,21,0.045454545454545456,0,0,0,104,1
4215750,21796,1,0,0,0,18,0.05263157894736842,0,0,0,104,1
4215750,5067,1,0,0,0,2,0.3333333333333333,0,0,0,104,1
4215750,28360,2,0,0,0,10,0.18181818181818182,0,0,0,104,2
4215750,26401,1,0,0,0,7,0.125,0,0,0,104,1
4215750,2744,1,0,0,0,24,0.04,0,0,0,104,1
4215750,11176,1,0,0,0,4,0.2,0,0,0,104,1
4215750,13093,1,0,0,0,18,0.05263157894736842,0,0,0,104,1
4215750,19949,1,0,1,0,24,0.04,0,0.04,0,104,2
4215750,14145,1,0,1,0,24,0.04,0,0.04,0,104,2
4215750,911,1,0,0,0,27,0.03571428571428571,0,0,0,104,1
4215750,749,1,0,0,0,1,0.5,0,0,0,104,1
4215750,21381,1,0,0,0,14,0.06666666666666667,0,0,0,104,1
4215750,23013,1,0,0,0,21,0.045454545454545456,0,0,0,104,1
4215750,21092,2,0,0,0,18,0.10526315789473684,0,0,0,104,2
4215750,13371,1,0,0,0,3,0.25,0,0,0,104,1
4215750,1210,1,0,0,0,18,0.05263157894736842,0,0,0,104,1
4215750,19328,1,0,0,0,22,0.043478260869565216,0,0,0,104,1
4215750,17356,1,1,0,0,8,0.1111111111111111,0.1111111111111111,0,0,104,2
4215750,21838,1,0,0,0,18,0.05263157894736842,0,0,0,104,1
4215750,14573,5,1,0,0,29,0.16559139784946234,0.03333333333333333,0,0,104,6
4215750,21121,1,0,0,0,1,0.5,0,0,0,104,1
4215750,26114,1,0,0,0,17,0.05555555555555555,0,0,0,104,1
4215750,20408,1,0,0,0,18,0.05263157894736842,0,0,0,104,1
4215750,21847,2,0,0,0,16,0.11764705882352941,0,0,0,104,2
4215750,26605,1,0,0,0,24,0.04,0,0,0,104,1
4215750,13077,2,0,0,0,18,0.10526315789473684,0,0,0,104,2
4215750,1272,2,0,0,0,27,0.07142857142857142,0,0,0,104,2
4215750,6792,1,0,0,0,10,0.09090909090909091,0,0,0,104,1
4215750,9916,1,0,0,0,24,0.04,0,0,0,104,1
4215750,15192,1,0,0,0,29,0.03333333333333333,0,0,0,104,1
4215750,18572,1,0,0,0,29,0.03333333333333333,0,0,0,104,1
4215750,20340,1,0,0,0,30,0.03225806451612903,0,0,0,104,1
4215750,9426,1,0,0,0,18,0.05263157894736842,0,0,0,104,1
4215750,8628,2,0,0,0,2,0.6666666666666666,0,0,0,104,2
4215750,29099,1,0,0,0,9,0.1,0,0,0,104,1
4215750,4125,3,1,0,0,14,0.14404761904761904,0.037037037037037035,0,0,104,4
4215750,7376,1,0,0,0,5,0.16666666666666666,0,0,0,104,1
4215750,7479,1,0,0,0,16,0.058823529411764705,0,0,0,104,1
4215750,12202,1,0,0,0,18,0.05263157894736842,0,0,0,104,1
4215750,23260,1,0,0,0,2,0.3333333333333333,0,0,0,104,1
4215750,7827,1,0,0,0,7,0.125,0,0,0,104,1
4215750,5725,1,0,0,0,30,0.03225806451612903,0,0,0,104,1
4215750,20764,1,0,0,0,8,0.1111111111111111,0,0,0,104,1
4215750,24039,1,0,0,0,24,0.04,0,0,0,104,1
4215750,13997,1,0,0,0,18,0.05263157894736842,0,0,0,104,1
4215750,20103,1,0,0,0,1,0.5,0,0,0,104,1
4215750,23103,1,0,0,0,17,0.05555555555555555,0,0,0,104,1
4215750,4281,3,1,0,0,18,0.15789473684210525,0.05263157894736842,0,0,104,4
4215750,13579,1,0,0,0,6,0.14285714285714285,0,0,0,104,1
4215750,22889,1,0,0,0,23,0.041666666666666664,0,0,0,104,1
4215750,28104,1,0,0,0,2,0.3333333333333333,0,0,0,104,1
4215750,21506,1,0,0,0,5,0.16666666666666666,0,0,0,104,1
4215750,13909,1,0,0,0,5,0.16666666666666666,0,0,0,104,1
4215750,21681,1,0,0,0,24,0.04,0,0,0,104,1
4215750,23623,1,0,0,0,24,0.04,0,0,0,104,1
4215750,22023,2,0,0,0,13,0.14285714285714285,0,0,0,104,2
4215750,21636,1,0,0,0,27,0.03571428571428571,0,0,0,104,1
4215750,5826,1,0,0,0,2,0.3333333333333333,0,0,0,104,1
4215750,9842,2,0,0,0,15,0.125,0,0,0,104,2
4215750,21110,1,0,0,0,22,0.043478260869565216,0,0,0,104,1
4215750,18626,1,0,0,0,19,0.05,0,0,0,104,1
4215750,2929,1,0,0,0,18,0.05263157894736842,0,0,0,104,1
4215750,7719,2,0,0,0,18,0.10526315789473684,0,0,0,104,2
4215750,16206,1,0,0,0,24,0.04,0,0,0,104,1
4215750,18501,1,0,0,0,24,0.04,0,0,0,104,1
4215750,29445,2,0,0,0,17,0.1111111111111111,0,0,0,104,2
4215750,15138,1,0,0,0,29,0.03333333333333333,0,0,0,104,1
4215750,18325,1,0,0,0,16,0.058823529411764705,0,0,0,104,1
4215750,20555,2,0,0,0,15,0.125,0,0,0,104,2
4215750,22880,1,0,0,0,26,0.037037037037037035,0,0,0,104,1
4215750,7561,1,0,1,0,24,0.04,0,0.04,0,104,2
4215750,24194,2,0,0,0,2,0.6666666666666666,0,0,0,104,2
4215750,7235,1,0,0,0,3,0.25,0,0,0,104,1
4215750,20043,3,0,0,0,4,0.6000000000000001,0,0,0,104,3
4215750,13853,1,0,0,0,11,0.08333333333333333,0,0,0,104,1
4215750,9878,2,1,0,0,7,0.25,0.125,0,0,104,3
4215750,20297,1,0,0,0,4,0.2,0,0,0,104,1
4215750,7747,2,0,0,0,3,0.41666666666666663,0,0,0,104,2
4215750,25742,1,0,0,0,5,0.16666666666666666,0,0,0,104,1
4215750,21914,2,0,0,0,29,0.06666666666666667,0,0,0,104,2
4215750,27501,1,0,0,0,30,0.03225806451612903,0,0,0,104,1
4215750,17013,1,0,0,0,7,0.125,0,0,0,104,1
4215750,6617,3,0,0,0,1,1.5,0,0,0,104,3
4215750,500,1,0,0,0,21,0.045454545454545456,0,0,0,104,1
4215750,17835,1,0,0,0,10,0.09090909090909091,0,0,0,104,1
4215750,12431,1,0,0,0,29,0.03333333333333333,0,0,0,104,1
4215750,28746,1,0,0,0,18,0.05263157894736842,0,0,0,104,1
4215750,17446,1,0,0,0,1,0.5,0,0,0,104,1
4215750,29104,1,0,0,0,18,0.05263157894736842,0,0,0,104,1
4215750,7354,1,0,0,0,13,0.07142857142857142,0,0,0,104,1
4215750,6242,1,0,0,0,17,0.05555555555555555,0,0,0,104,1
4215750,21659,1,0,0,0,11,0.08333333333333333,0,0,0,104,1
4215750,23203,1,0,0,0,5,0.16666666666666666,0,0,0,104,1
4956000,4452,1,0,0,0,8,0.1111111111111111,0,0,0,49,1
4956000,18353,2,0,0,0,15,0.125,0,0,0,49,2
4956000,949,1,0,0,0,13,0.07142857142857142,0,0,0,49,1
4956000,11604,2,0,0,0,18,0.10526315789473684,0,0,0,49,2
4956000,11329,1,0,0,0,3,0.25,0,0,0,49,1
4956000,11196,1,0,0,0,11,0.08333333333333333,0,0,0,49,1
4956000,6191,1,0,0,0,3,0.25,0,0,0,49,1
4956000,2891,1,0,0,0,9,0.1,0,0,0,49,1
4956000,28675,3,1,0,0,17,0.13888888888888887,0.041666666666666664,0,0,49,4
4956000,18805,2,0,0,0,1,0.5526315789473684,0,0,0,49,2
4956000,14902,1,0,0,0,22,0.043478260869565216,0,0,0,49,1
4956000,17920,2,0,0,0,24,0.08,0,0,0,49,2
4956000,9657,1,0,0,0,15,0.0625,0,0,0,49,1
4956000,14226,1,0,0,0,9,0.1,0,0,0,49,1
4956000,21533,1,0,0,0,24,0.04,0,0,0,49,1
4956000,11080,2,0,0,0,3,0.5,0,0,0,49,2
4956000,14580,2,0,0,0,21,0.09090909090909091,0,0,0,49,2
4956000,29464,4,0,0,0,22,0.17391304347826086,0,0,0,49,4
4956000,14261,1,0,0,0,17,0.05555555555555555,0,0,0,49,1
4956000,7963,1,0,0,0,29,0.03333333333333333,0,0,0,49,1
4956000,22393,1,0,0,0,3,0.25,0,0,0,49,1
4956000,13450,10,0,0,0,18,0.4439359267734553,0,0,0,49,10
4956000,15315,2,1,0,0,27,0.07019704433497537,0.03571428571428571,0,0,49,3
4956000,26380,2,0,0,0,4,0.4,0,0,0,49,2
4956000,5832,1,0,0,0,8,0.1111111111111111,0,0,0,49,1
4956000,17470,1,0,0,0,8,0.1111111111111111,0,0,0,49,1
4956000,19973,1,0,0,0,16,0.058823529411764705,0,0,0,49,1
4956000,11176,2,0,0,0,4,0.4,0,0,0,49,2
4956000,1583,1,0,0,0,8,0.1111111111111111,0,0,0,49,1
4956000,23475,2,0,0,0,17,0.1111111111111111,0,0,0,49,2
4956000,19466,3,0,0,0,15,0.1875,0,0,0,49,3
4956000,26114,3,0,0,0,17,0.16666666666666666,0,0,0,49,3
4956000,27060,1,0,0,0,24,0.04,0,0,0,49,1
4956000,17945,2,0,0,0,2,0.6666666666666666,0,0,0,49,2
4956000,23662,5,0,0,0,28,0.1724137931034483,0,0,0,49,5
4956000,10329,1,0,0,0,17,0.05555555555555555,0,0,0,49,1
4956000,23878,1,0,0,0,1,0.5,0,0,0,49,1
4956000,23564,1,0,0,0,22,0.043478260869565216,0,0,0,49,1
4956000,3254,1,0,0,0,24,0.04,0,0,0,49,1
4956000,26121,1,0,0,0,21,0.045454545454545456,0,0,0,49,1
4956000,16939,1,0,0,0,2,0.3333333333333333,0,0,0,49,1
4956000,28135,2,0,0,0,9,0.2,0,0,0,49,2
4956000,3313,1,0,0,0,21,0.045454545454545456,0,0,0,49,1
4956000,527,1,0,0,0,21,0.045454545454545456,0,0,0,49,1
4956000,3151,1,0,0,0,21,0.045454545454545456,0,0,0,49,1
4956000,14048,5,0,0,0,28,0.1724137931034483,0,0,0,49,5
4956000,2042,8,0,0,0,2,1.263888888888889,0,0,0,49,8
4956000,4571,1,0,0,0,10,0.09090909090909091,0,0,0,49,1
4956000,28230,1,0,0,0,1,0.5,0,0,0,49,1
5108000,28675,1,0,0,0,23,0.041666666666666664,0,0,0,93,1
5108000,155,2,1,0,0,3,0.5,0.25,0,0,93,3
5108000,647,9,0,0,0,13,0.4950090744101633,0,0,0,93,9
